account,date,compound,positive,negative,neutral,text
@CBS,Wed Jun 06 18:02:55 +0000 2018,-0.0258,0.055,0.059,0.886,@CBS do you guys even pay attention to your audiences...we keep your studios running by tuning in. All we want is c… https://t.co/01cwGF7YX7
@CBS,Wed Jun 06 18:02:14 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 18:02:12 +0000 2018,0.7783,0.264,0.0,0.736,"RT @DouglasHespelt: @pattysartwork @catharinemcphe5 @CBS I haven't heard the Norwegian song you mean, but I'm sure if you say it's good, it…"
@CBS,Wed Jun 06 18:02:10 +0000 2018,0.9147,0.409,0.0,0.591,RT @Sabrina_Fogel: PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER WITH…
@CBS,Wed Jun 06 18:02:07 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 18:01:41 +0000 2018,0.0,0.0,0.0,1.0,"@BandB_CBS 
THIS IS for,, THE #QUESTIONS,
That will  have to #Wait,
 #FOR an #ANSWER..

#Hope Is #LOSt 
and… https://t.co/hCTpTGhLMX"
@CBS,Wed Jun 06 18:01:25 +0000 2018,0.296,0.145,0.0,0.855,"RT @lights_above: @sliderwave @MattMira @CBS Yeah, #AfterTrek is part of what I'm paying for."
@CBS,Wed Jun 06 18:01:19 +0000 2018,-0.6705,0.0,0.379,0.621,"Criminal Charges against @DrPhilRoe (R-TN)
https://t.co/k3AAx88Zx8
@PressSec @WJHL11 @realDonaldTrump @POTUS… https://t.co/IaJ0FYKdQ0"
@CBS,Wed Jun 06 18:01:10 +0000 2018,0.0,0.0,0.0,1.0,JUNE06/18-NEW #TV &gt;8:00P- @NBC #AmericanNinjaWarrior &gt; @FOXTV #MasterChef &gt;10:00P- @CBS #CodeBlack &gt; @FOXTV #Reverie
@CBS,Wed Jun 06 18:00:30 +0000 2018,0.7182,0.292,0.065,0.644,"RT @pattysartwork: @pasbonca @DouglasHespelt @catharinemcphe5 @CBS Haha, well I am not a good singer too, but my friends and I did it for a…"
@CBS,Wed Jun 06 18:00:10 +0000 2018,0.4497,0.141,0.0,0.859,"@pattysartwork @catharinemcphe5 @CBS I haven't heard the Norwegian song you mean, but I'm sure if you say it's good… https://t.co/ygrHujMM2O"
@CBS,Wed Jun 06 17:59:34 +0000 2018,0.5255,0.212,0.101,0.686,RT @ROCKONOHIO: The Philadelphia #Eagles &amp; the entire #NFL should hold their heads down in shame! They are taking for granted the freedom t…
@CBS,Wed Jun 06 17:59:32 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:59:11 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:59:10 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:58:50 +0000 2018,0.0,0.0,0.0,1.0,RT @DanaScorpion: @DouglasHespelt @pasbonca @jenjen68025 @CBSTVStudios @festivaltvmc @EurodataTV @MacGyverCBS @ScorpionCBS @NCIS_CBS @CBS T…
@CBS,Wed Jun 06 17:58:42 +0000 2018,0.1779,0.086,0.0,0.914,RT @pattysartwork: @DouglasHespelt @catharinemcphe5 I thought that this Norwegian song would give us the spirit to tweet for a proper endin…
@CBS,Wed Jun 06 17:58:40 +0000 2018,0.9147,0.409,0.0,0.591,RT @Sabrina_Fogel: PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER WITH…
@CBS,Wed Jun 06 17:58:04 +0000 2018,0.8225,0.322,0.0,0.678,"@TheTonyAwards @springsteen @CBS I kid you not...I was listening to ""My Beautiful Reward"" on my computer when I cam… https://t.co/2KOhtsARch"
@CBS,Wed Jun 06 17:58:03 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:57:50 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:57:19 +0000 2018,0.9147,0.409,0.0,0.591,RT @Sabrina_Fogel: PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER WITH…
@CBS,Wed Jun 06 17:56:43 +0000 2018,0.0,0.0,0.0,1.0,"@ABC @CBS @NBC @CNN @msnbc @maddow @cspan @NewsHour @nprpolitics
Today is D-Day Anniversary.  Not one tweet from th… https://t.co/epTgMVvMHz"
@CBS,Wed Jun 06 17:56:39 +0000 2018,0.2539,0.081,0.0,0.919,"RT @IWillRedPillU: You already know The Goldwater is going to report this
This is HUGE-
Local media outlets are covering it but they're bei…"
@CBS,Wed Jun 06 17:56:29 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:56:27 +0000 2018,-0.3421,0.075,0.171,0.754,"RT @Miranda21daisy: Freeform wanted there to be fewer episodes of Shadowhunters for no real reason, Netflix didn't like that, and that's wh…"
@CBS,Wed Jun 06 17:56:22 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:56:04 +0000 2018,0.9147,0.409,0.0,0.591,RT @Sabrina_Fogel: PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER WITH…
@CBS,Wed Jun 06 17:55:51 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:55:17 +0000 2018,0.0,0.0,0.0,1.0,@realBethNeale @calidhd @realDonaldTrump @seanhannity @espn @ABC @CBS @NBCNews @CNN @MSNBC @TheView @nytimes… https://t.co/yfM3Yudw4w
@CBS,Wed Jun 06 17:55:07 +0000 2018,0.9147,0.409,0.0,0.591,RT @Sabrina_Fogel: PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER WITH…
@CBS,Wed Jun 06 17:55:06 +0000 2018,0.7182,0.329,0.073,0.598,"@pasbonca @DouglasHespelt @catharinemcphe5 @CBS Haha, well I am not a good singer too, but my friends and I did it… https://t.co/X512zXaz5r"
@CBS,Wed Jun 06 17:55:03 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:54:58 +0000 2018,0.9147,0.44,0.0,0.56,PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER… https://t.co/rWf0pbFOYE
@CBS,Wed Jun 06 17:54:58 +0000 2018,0.3595,0.128,0.0,0.872,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…"
@CBS,Wed Jun 06 17:54:57 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:54:27 +0000 2018,0.0,0.0,0.0,1.0,"RT @OfficialBPeters: Presenting at @TheTonyAwards on @CBS June 10, 2018. ❤️ https://t.co/qMFCX7iEIV"
@CBS,Wed Jun 06 17:54:10 +0000 2018,0.0,0.0,0.0,1.0,RT @Scorpionfanhun: @DanaScorpion @DouglasHespelt @pasbonca @jenjen68025 @CBSTVStudios @festivaltvmc @EurodataTV @MacGyverCBS @ScorpionCBS…
@CBS,Wed Jun 06 17:53:55 +0000 2018,0.9147,0.409,0.0,0.591,RT @Sabrina_Fogel: PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER WITH…
@CBS,Wed Jun 06 17:53:50 +0000 2018,0.1779,0.086,0.0,0.914,RT @pattysartwork: @DouglasHespelt @catharinemcphe5 I thought that this Norwegian song would give us the spirit to tweet for a proper endin…
@CBS,Wed Jun 06 17:53:44 +0000 2018,0.9147,0.409,0.0,0.591,RT @Sabrina_Fogel: PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER WITH…
@CBS,Wed Jun 06 17:53:14 +0000 2018,0.9147,0.44,0.0,0.56,PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER… https://t.co/sj9GLQpcM4
@CBS,Wed Jun 06 17:53:14 +0000 2018,-0.3421,0.075,0.171,0.754,"RT @Miranda21daisy: Freeform wanted there to be fewer episodes of Shadowhunters for no real reason, Netflix didn't like that, and that's wh…"
@CBS,Wed Jun 06 17:53:07 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:53:05 +0000 2018,-0.3421,0.075,0.171,0.754,"RT @Miranda21daisy: Freeform wanted there to be fewer episodes of Shadowhunters for no real reason, Netflix didn't like that, and that's wh…"
@CBS,Wed Jun 06 17:52:55 +0000 2018,0.9147,0.409,0.0,0.591,RT @Sabrina_Fogel: PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER WITH…
@CBS,Wed Jun 06 17:51:50 +0000 2018,0.0,0.0,0.0,1.0,"RT @PTrikru: #Lexa &amp; #Clexa are real representation. We need her/them back in a #LexaSpinoff 

@warnerbrostv @CBS @hulu @NetflixLifee @Show…"
@CBS,Wed Jun 06 17:51:37 +0000 2018,-0.5563,0.078,0.233,0.69,Really disappointed that #AfterTrek got cancelled by @CBS. The interaction between @MattMira and the @startrekcbs cast was top notch.
@CBS,Wed Jun 06 17:51:35 +0000 2018,0.9147,0.409,0.0,0.591,RT @Sabrina_Fogel: PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER WITH…
@CBS,Wed Jun 06 17:51:01 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:50:52 +0000 2018,0.6105,0.244,0.087,0.67,"RT @DouglasHespelt: @tomcrown1 @CBS @elementary Yes they do! Why no syndication, as very good numbers on DVR and overseas? #SaveScorpion"
@CBS,Wed Jun 06 17:50:41 +0000 2018,-0.3421,0.075,0.171,0.754,"RT @Miranda21daisy: Freeform wanted there to be fewer episodes of Shadowhunters for no real reason, Netflix didn't like that, and that's wh…"
@CBS,Wed Jun 06 17:50:39 +0000 2018,-0.4019,0.0,0.144,0.856,RT @BaniMonica: @HeleenScorpion @CBSTVStudios @CBS @CBSTVStudios this announcement is confirmation that erasing scorpion was an error. Fix…
@CBS,Wed Jun 06 17:50:38 +0000 2018,0.9147,0.409,0.0,0.591,RT @Sabrina_Fogel: PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER WITH…
@CBS,Wed Jun 06 17:50:28 +0000 2018,-0.5367,0.0,0.19,0.81,"so #Scorpion was cancelled by @CBS, yet another series that ended on a cliff hanger that will get no resolution, so… https://t.co/KBoLSwBWTp"
@CBS,Wed Jun 06 17:50:21 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:50:19 +0000 2018,-0.3421,0.075,0.171,0.754,"RT @Miranda21daisy: Freeform wanted there to be fewer episodes of Shadowhunters for no real reason, Netflix didn't like that, and that's wh…"
@CBS,Wed Jun 06 17:50:17 +0000 2018,-0.3421,0.075,0.171,0.754,"RT @Miranda21daisy: Freeform wanted there to be fewer episodes of Shadowhunters for no real reason, Netflix didn't like that, and that's wh…"
@CBS,Wed Jun 06 17:50:14 +0000 2018,-0.3421,0.075,0.171,0.754,"RT @Miranda21daisy: Freeform wanted there to be fewer episodes of Shadowhunters for no real reason, Netflix didn't like that, and that's wh…"
@CBS,Wed Jun 06 17:50:04 +0000 2018,0.5267,0.267,0.151,0.582,"RT @Diana_44Sava: @CBSTVStudios , @CBS , how many evidences you want to see you did a huge mistake ? You cancelled the greatest tv show @Sc…"
@CBS,Wed Jun 06 17:49:54 +0000 2018,0.0,0.0,0.0,1.0,"@ToddRadom IIRC, that was during the years when the #Yankees were owned by @CBS.
#CBS corporate ownership was histo… https://t.co/Y72OQc9ffa"
@CBS,Wed Jun 06 17:49:52 +0000 2018,-0.5562,0.106,0.231,0.663,RT @whatzen: @POTUS @PressSec PLEASE PULL PRESS CREDENTIALS NOW! Average citizens R SICK of the RABID ANIMALS @CNN at least suspend them fo…
@CBS,Wed Jun 06 17:49:40 +0000 2018,-0.3421,0.082,0.186,0.732,"Freeform wanted there to be fewer episodes of Shadowhunters for no real reason, Netflix didn't like that, and that'… https://t.co/t1OdOp15On"
@CBS,Wed Jun 06 17:49:30 +0000 2018,0.9147,0.409,0.0,0.591,RT @Sabrina_Fogel: PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER WITH…
@CBS,Wed Jun 06 17:49:20 +0000 2018,-0.6331,0.086,0.288,0.626,@CNN @ABC @CBS @msnbc YO!! @joenbc @morningmika yeah both you dipwads!!  Pay attention you lying freaks. Also to th… https://t.co/baKDbvIhzu
@CBS,Wed Jun 06 17:48:43 +0000 2018,0.9147,0.409,0.0,0.591,RT @Sabrina_Fogel: PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER WITH…
@CBS,Wed Jun 06 17:48:28 +0000 2018,0.0,0.0,0.0,1.0,RT @jenns018: @DanaScorpion @DouglasHespelt @pasbonca @jenjen68025 @CBSTVStudios @festivaltvmc @EurodataTV @MacGyverCBS @ScorpionCBS @NCIS_…
@CBS,Wed Jun 06 17:48:10 +0000 2018,0.1779,0.096,0.0,0.904,@DouglasHespelt @catharinemcphe5 I thought that this Norwegian song would give us the spirit to tweet for a proper… https://t.co/ny1EZDcNkP
@CBS,Wed Jun 06 17:48:04 +0000 2018,0.0,0.0,0.0,1.0,@colbertlateshow @CBS You Folks are Absolutely Disgusting!!!! https://t.co/Zrahnxf6Ll
@CBS,Wed Jun 06 17:47:59 +0000 2018,0.7351,0.267,0.0,0.733,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…"
@CBS,Wed Jun 06 17:47:51 +0000 2018,0.9147,0.44,0.0,0.56,PLEASE PICK UP Shadowhunters !!! AMAZING GROUNDBREAKING SHOW WITH A HUGE FANBASE! WE HAVE TRENDED AS # 1 ON TWITTER… https://t.co/i2WN5nTtNA
@CBS,Wed Jun 06 17:46:02 +0000 2018,0.0,0.0,0.0,1.0,@proftheatre @WhiteHouse @PressSec @WJHL11 @realDonaldTrump @POTUS @Scavino45 @FoxNews @foxandfriends @CBS  https://t.co/qJwr9QrO9d
@CBS,Wed Jun 06 17:45:45 +0000 2018,0.0,0.0,0.0,1.0,"RT @OfficialBPeters: Presenting at @TheTonyAwards on @CBS June 10, 2018. ❤️ https://t.co/qMFCX7iEIV"
@CBS,Wed Jun 06 17:45:06 +0000 2018,0.0,0.0,0.0,1.0,RT @AlwaysLouix: @Shadowh19052381 @MTV @TheCW @FOXTV @STARZ @HBO @nbc @CBS @ABCNetwork @hulu @netflix @BBCAMERICA @SYFY @FreeformTV I think…
@CBS,Wed Jun 06 17:44:54 +0000 2018,0.0,0.0,0.0,1.0,@proftheatre @WhiteHouse @PressSec @WJHL11 @realDonaldTrump @POTUS @Scavino45 @FoxNews @foxandfriends @CBS Mr Anony… https://t.co/fJ7rJahXUg
@CNN,Wed Jun 06 18:07:59 +0000 2018,-0.1593,0.175,0.218,0.607,"RT @The_UnSilent_: Dear @CNN 

STOP PUTTING KELLYANNE CONWAY ON! 

Regards,

Everyone"
@CNN,Wed Jun 06 18:07:59 +0000 2018,0.0,0.0,0.0,1.0,"RT @buzzman888: 🇺🇸🇺🇸 It's Time To Revoke @AprilDRyan's White House Press Credentials 🇺🇸🇺🇸

*Tweets Out Non - Confirmed News as #BreakingNew…"
@CNN,Wed Jun 06 18:07:59 +0000 2018,0.0,0.0,0.0,1.0,RT @dthomicide: @lanesbpoop @LiberalDemIda @suspectfreed @smileyt22 @PWM62 @suekhi @MaggieDog01 @sss3fnm @SailingCarol @ikerepublican @Wire…
@CNN,Wed Jun 06 18:07:58 +0000 2018,0.0,0.0,0.0,1.0,@rlamartini @ThomasKlineMD @Shasta77777 @NefarusContrara @djwilliams35 @Brenda82964799 @F1_Rocket @03_jensen… https://t.co/vCfXeN6tyA
@CNN,Wed Jun 06 18:07:58 +0000 2018,0.0,0.0,0.0,1.0,"RT @buzzman888: 🇺🇸🇺🇸 It's Time To Revoke @AprilDRyan's White House Press Credentials 🇺🇸🇺🇸

*Tweets Out Non - Confirmed News as #BreakingNew…"
@CNN,Wed Jun 06 18:07:58 +0000 2018,0.0,0.0,0.0,1.0,@mikepolkjr @Jim_Jordan @CNN @POTUS Donald #MagicWand Trump causes communists much angst... https://t.co/l1dNoyCTJF
@CNN,Wed Jun 06 18:07:57 +0000 2018,0.0,0.0,0.0,1.0,"RT @POLITICSandFUN: AN OPEN QUESTION TO MAINSTREAM MEDIA:

⁉️ “Where’s Your Outrage” ⁉️
 ⚠️🚫⚠️🚫⚠️🚫⚠️🚫⚠️🚫⚠️
.@CNN  .@MSNBC  
.@ABCWorldNews…"
@CNN,Wed Jun 06 18:07:57 +0000 2018,0.0772,0.058,0.0,0.942,RT @CNN: BREAKING: President Trump has commuted the life sentence of Alice Johnson following a White House meeting last week with Kim Karda…
@CNN,Wed Jun 06 18:07:57 +0000 2018,0.0,0.0,0.0,1.0,@ElSanchi @Jim_Jordan @CNN @POTUS Guess u haven't heard...those have nothing to do with your President and McCabe h… https://t.co/RVPdw9gWc5
@CNN,Wed Jun 06 18:07:56 +0000 2018,0.0,0.0,0.0,1.0,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.
@CNN,Wed Jun 06 18:07:56 +0000 2018,-0.836,0.081,0.304,0.615,@FoxNews @CNN @LisaBloom Look I’m know the people voices around me and I’m ready to make my kill / murder list caus… https://t.co/AE0y5CMvZ3
@CNN,Wed Jun 06 18:07:54 +0000 2018,0.6052,0.283,0.0,0.717,@CNN What did Trudeau say??!  Haha!  Trump is such an embarrassment...#courtjester
@CNN,Wed Jun 06 18:07:54 +0000 2018,-0.5106,0.061,0.181,0.758,RT @Jim_Jordan: @CNN @POTUS Taxes have been cut. The economy is growing. Unemployment is down to 3.8%. Gorsuch is on #SCOTUS. ISIS is retre…
@CNN,Wed Jun 06 18:07:54 +0000 2018,0.0,0.0,0.0,1.0,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.
@CNN,Wed Jun 06 18:07:54 +0000 2018,-0.6239,0.0,0.298,0.702,@The_UnSilent_ @CNN Amen! I’ve said that shit for a year now. Leave her off CNN.
@CNN,Wed Jun 06 18:07:53 +0000 2018,0.0,0.0,0.0,1.0,@pr_1715 @Bertiessmile @word4wordreport @PatHolzer @2genders1merica @xsteviej @CNN @CillizzaCNN (Brainwashed suppor… https://t.co/8Z8RQfJmX3
@CNN,Wed Jun 06 18:07:52 +0000 2018,0.0,0.0,0.0,1.0,@CNN How much does McCabe know about the meeting between the people who works for CNN and the O WH staffers ? @FCC… https://t.co/2kpci8LUfE
@CNN,Wed Jun 06 18:07:52 +0000 2018,0.34,0.098,0.0,0.902,RT @Shem_Infinite: I wonder how @CNN is going to explain to it's viewers that General Flynn is innocent and the people that railroaded him…
@CNN,Wed Jun 06 18:07:52 +0000 2018,0.0,0.0,0.0,1.0,RT @STOPDCMTNOW1: @CNN #DEVILS #HELL #HOLE IN #Xijingping’s #CHINA #USING #EXTRA #HARD #PROPAGANDA #RIGHT #NOW TO COVER THE #TRUTH #SOON #Y…
@CNN,Wed Jun 06 18:07:51 +0000 2018,-0.8316,0.0,0.687,0.313,@STOPDCMTNOW1 @Gina17886201 @CNN NO NO NO è troppo...😡😡😡😡😡😡😡😡😡😡
@CNN,Wed Jun 06 18:07:51 +0000 2018,0.6369,0.206,0.0,0.794,"RT @Jim_Jordan: @CNN @POTUS President Trump is keeping his promises. Congress isn’t. 

Congress needs to keep the promises that we made to…"
@CNN,Wed Jun 06 18:07:51 +0000 2018,-0.0258,0.099,0.103,0.798,"@jordan214_ @FLavasti @CNN Not only that, there were no agreements that resulted in penalties if the countries didn… https://t.co/pJeirIsVqM"
@CNN,Wed Jun 06 18:07:50 +0000 2018,0.0,0.0,0.0,1.0,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.
@CNN,Wed Jun 06 18:07:50 +0000 2018,-0.1593,0.175,0.218,0.607,"RT @The_UnSilent_: Dear @CNN 

STOP PUTTING KELLYANNE CONWAY ON! 

Regards,

Everyone"
@CNN,Wed Jun 06 18:07:50 +0000 2018,-0.34,0.082,0.137,0.781,"RT @CaliDeplorable: Fact: People only seek immunity if they’ve committed a crime

#McCabe is trying to cover his own behind &amp; throw people…"
@CNN,Wed Jun 06 18:07:50 +0000 2018,0.0,0.0,0.0,1.0,@CKeefeShea @sss3fnm @giftedgirl727 @notmostlyjaded @bjennings812 @ClarenceMack3 @studiohq @smileyt22 @dthomicide… https://t.co/ZdQliVo1Yk
@CNN,Wed Jun 06 18:07:49 +0000 2018,-0.6249,0.0,0.282,0.718,@CNN California wants to use them to track ICE agents in order to warn criminals.
@CNN,Wed Jun 06 18:07:49 +0000 2018,0.6783,0.261,0.085,0.654,"RT @Jim_Jordan: @CNN @POTUS Compare this success to Congress. Other than tax cuts, what has Congress done that is worthwhile?"
@CNN,Wed Jun 06 18:07:48 +0000 2018,0.0,0.0,0.0,1.0,@ZOmartosson @Adam97549809 @CNN @CNNStyle Lake of humanity يا ترعة المفهومية
@CNN,Wed Jun 06 18:07:48 +0000 2018,0.0,0.0,0.0,1.0,"@anbu_capt4in @Mapachiii @yung_hyper_ @maddiekinggg @ambersornson @Yesenia_23cx @ericboyce1 @CNN Albuquerque, New M… https://t.co/SBfPl3LbdW"
@CNN,Wed Jun 06 18:07:47 +0000 2018,0.0,0.0,0.0,1.0,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.
@CNN,Wed Jun 06 18:07:47 +0000 2018,-0.7626,0.102,0.298,0.599,RT @United4Love2017: @CNN Thanks to Obamacare for BREAKING THE LAWS ALLOWING ILLEGAL IMMIGRANTS TO CROSS ILLEGALLY IS A CRIMINAL ACT. https…
@CNN,Wed Jun 06 18:07:47 +0000 2018,0.765,0.223,0.0,0.777,"RT @CNN: ""We thank our great Singaporean hosts for their hospitality."" Donald Trump and Kim Jong Un will meet at the Capella Hotel on Singa…"
@CNN,Wed Jun 06 18:07:46 +0000 2018,-0.128,0.075,0.095,0.83,"RT @CNN: How Apple, which is currently worth $945 billion and on track to become the first-ever trillion-dollar company, has avoided the in…"
@CNN,Wed Jun 06 18:07:45 +0000 2018,-0.128,0.075,0.095,0.83,"RT @CNN: How Apple, which is currently worth $945 billion and on track to become the first-ever trillion-dollar company, has avoided the in…"
@CNN,Wed Jun 06 18:07:45 +0000 2018,-0.7269,0.0,0.289,0.711,RT @CNN: The maker of Jack Daniel's is worried about the impact of a trade war https://t.co/5rEiKMiNBa https://t.co/GfJJhgIgBC
@CNN,Wed Jun 06 18:07:44 +0000 2018,-0.6124,0.0,0.172,0.828,"RT @CNN: Three sons, ages 13, 6, and 2, are in a New York state detention center. Another son is in a detention center in California. And M…"
@CNN,Wed Jun 06 18:07:44 +0000 2018,-0.1779,0.0,0.175,0.825,@CNN seriously cannot get out of its own way
@CNN,Wed Jun 06 18:07:44 +0000 2018,0.3182,0.133,0.0,0.867,@BrMcLean13 @MadTalkMBN @BlackServative @IngrahamAngle @CNN I have yet to see physical proof of Trump. Please depic… https://t.co/GJvjiMNBaC
@CNN,Wed Jun 06 18:07:43 +0000 2018,-0.128,0.075,0.095,0.83,"RT @CNN: How Apple, which is currently worth $945 billion and on track to become the first-ever trillion-dollar company, has avoided the in…"
@CNN,Wed Jun 06 18:07:42 +0000 2018,0.6369,0.206,0.0,0.794,"RT @Jim_Jordan: @CNN @POTUS President Trump is keeping his promises. Congress isn’t. 

Congress needs to keep the promises that we made to…"
@CNN,Wed Jun 06 18:07:41 +0000 2018,0.0772,0.058,0.0,0.942,RT @CNN: BREAKING: President Trump has commuted the life sentence of Alice Johnson following a White House meeting last week with Kim Karda…
@CNN,Wed Jun 06 18:07:40 +0000 2018,0.0,0.0,0.0,1.0,RT @gehrig38: #KARMA @CNN https://t.co/ibxJLfnwDi
@CNN,Wed Jun 06 18:07:40 +0000 2018,-0.4767,0.0,0.119,0.881,"RT @PhilMcCrackin44: Jim @Acosta’s weekly report to JEFF ZUCKER @CNN  HQ:

MON: Sarah wouldn’t call on me

TUES: Sarah made me cry

WED: St…"
