account,date,compound,positive,negative,neutral,text
@CNN,Wed Jun 06 18:07:40 +0000 2018,0.0,0.0,0.0,1.0,@smileyt22 @lanesbpoop @LiberalDemIda @dthomicide @suspectfreed @PWM62 @suekhi @MaggieDog01 @sss3fnm @SailingCarol… https://t.co/uembluAKiv
@CNN,Wed Jun 06 18:07:39 +0000 2018,0.6369,0.206,0.0,0.794,"RT @Jim_Jordan: @CNN @POTUS President Trump is keeping his promises. Congress isn’t. 

Congress needs to keep the promises that we made to…"
@CNN,Wed Jun 06 18:07:39 +0000 2018,0.6166,0.366,0.0,0.634,@CNN Where is the #BlueWave in California? :-D
@CNN,Wed Jun 06 18:07:39 +0000 2018,0.0,0.0,0.0,1.0,@CNN  https://t.co/7gS8uKupZg
@CNN,Wed Jun 06 18:07:39 +0000 2018,0.8994,0.438,0.1,0.462,RT @sports684: @Jim_Jordan @CNN @POTUS we love you @Jim_Jordan   KEEP FIGHTING FOR US PLEASE!!! Thanks for supporting our @POTUS !!
@CNN,Wed Jun 06 18:07:38 +0000 2018,0.4019,0.172,0.0,0.828,@CNN Just justified the burning down of the White House. #America #USA #CNN https://t.co/fdwHAZ2rx5
@CNN,Wed Jun 06 18:07:37 +0000 2018,0.0,0.0,0.0,1.0,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.
@CNN,Wed Jun 06 18:07:37 +0000 2018,-0.1593,0.175,0.218,0.607,"RT @The_UnSilent_: Dear @CNN 

STOP PUTTING KELLYANNE CONWAY ON! 

Regards,

Everyone"
@CNN,Wed Jun 06 18:07:36 +0000 2018,-0.6705,0.063,0.211,0.726,RT @robbystarbuck: Fox News has been #1 for 197 months straight. In the latest ratings disaster for CNN they lost another 25% of their view…
@CNN,Wed Jun 06 18:07:36 +0000 2018,0.0,0.0,0.0,1.0,@Jim_Jordan @CNN @POTUS For Speaker!!
@CNN,Wed Jun 06 18:07:35 +0000 2018,-0.2695,0.139,0.191,0.67,@mikepolkjr @Jim_Jordan @CNN @POTUS Keep talking! A Big Red Wave is coming thanks to lying blue checks!
@CNN,Wed Jun 06 18:07:35 +0000 2018,-0.296,0.075,0.128,0.796,@FinanceBuzz @CNN Unemployment was on the way down under obama...the economy was also growing under obama and the t… https://t.co/mFxuuBfzzg
@CNN,Wed Jun 06 18:07:35 +0000 2018,0.0,0.0,0.0,1.0,RT @thebradfordfile: RETWEET if you have not watched one single hour of @CNN in 2018.
@CNN,Wed Jun 06 18:07:35 +0000 2018,0.0,0.0,0.0,1.0,@Jim_Jordan @CNN @POTUS Can you rely that message to @SenatorCorker?
@CNN,Wed Jun 06 18:07:35 +0000 2018,-0.5574,0.0,0.167,0.833,@CNN Noted Tejano guitarist- singer Jimmy Gonzalez died 9:30 a.m. Wednesday local time in a San Antonio Hospital. A… https://t.co/4bUei83fVg
@CNN,Wed Jun 06 18:07:35 +0000 2018,0.0,0.0,0.0,1.0,@FLavasti @CNN You forgot “sun rose today”
@CNN,Wed Jun 06 18:07:34 +0000 2018,0.5859,0.193,0.064,0.743,"RT @CNN: Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by showing up at his…"
@CNN,Wed Jun 06 18:07:34 +0000 2018,0.0,0.0,0.0,1.0,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.
@CNN,Wed Jun 06 18:07:33 +0000 2018,0.6369,0.206,0.0,0.794,"RT @Jim_Jordan: @CNN @POTUS President Trump is keeping his promises. Congress isn’t. 

Congress needs to keep the promises that we made to…"
@CNN,Wed Jun 06 18:07:33 +0000 2018,-0.4939,0.0,0.198,0.802,@CNN Oh my. We mustn’t be mad at self. You should be in jail.
@CNN,Wed Jun 06 18:07:33 +0000 2018,-0.3818,0.0,0.133,0.867,"@Mediaite She is a know-nothing. The Anthem was composed during a battle with invaders at Fort McHenry, MD @CNN https://t.co/7Ac3NgXuQs"
@CNN,Wed Jun 06 18:07:32 +0000 2018,0.0,0.0,0.0,1.0,"RT @CNN: These unusual-looking concrete houses will be constructed using a 3D printer in Eindhoven, the Netherlands: https://t.co/nc3JMB4DR…"
@CNN,Wed Jun 06 18:07:31 +0000 2018,0.0,0.0,0.0,1.0,RT @thebradfordfile: RETWEET if you have not watched one single hour of @CNN in 2018.
@CNN,Wed Jun 06 18:07:30 +0000 2018,-0.4767,0.0,0.119,0.881,"RT @PhilMcCrackin44: Jim @Acosta’s weekly report to JEFF ZUCKER @CNN  HQ:

MON: Sarah wouldn’t call on me

TUES: Sarah made me cry

WED: St…"
@CNN,Wed Jun 06 18:07:29 +0000 2018,-0.4939,0.0,0.186,0.814,RT @CNN: A stolen armored personnel carrier led police on a two-hour chase through Virginia https://t.co/adapbHpfj7 https://t.co/e4cTyKhNP6
@CNN,Wed Jun 06 18:07:29 +0000 2018,0.0,0.0,0.0,1.0,RT @CNN: New Mexico's Deb Haaland likely to be first Native American congresswoman https://t.co/OZOPO7jDW1 https://t.co/OEFKSW4jYq
@CNN,Wed Jun 06 18:07:28 +0000 2018,-0.5106,0.061,0.181,0.758,RT @Jim_Jordan: @CNN @POTUS Taxes have been cut. The economy is growing. Unemployment is down to 3.8%. Gorsuch is on #SCOTUS. ISIS is retre…
@CNN,Wed Jun 06 18:07:27 +0000 2018,-0.128,0.075,0.095,0.83,"RT @CNN: How Apple, which is currently worth $945 billion and on track to become the first-ever trillion-dollar company, has avoided the in…"
@CNN,Wed Jun 06 18:07:26 +0000 2018,0.0,0.0,0.0,1.0,"RT @CNN: These unusual-looking concrete houses will be constructed using a 3D printer in Eindhoven, the Netherlands: https://t.co/nc3JMB4DR…"
@CNN,Wed Jun 06 18:07:25 +0000 2018,-0.7906,0.0,0.241,0.759,RT @CNN: British troops burned down the White House during the War of 1812. Historians note the British attack on Washington was in retalia…
@CNN,Wed Jun 06 18:07:25 +0000 2018,0.0,0.0,0.0,1.0,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.
@CNN,Wed Jun 06 18:07:25 +0000 2018,0.126,0.069,0.0,0.931,@terryloohoo @Drkwggs @HAWofPA @Jim_Jordan @CNN @POTUS But your dm is off for 1 and for 2 you’re a lot on the grey side yikes!
@CNN,Wed Jun 06 18:07:24 +0000 2018,0.34,0.107,0.0,0.893,"RT @RVAwonk: #BREAKING: State Department officials say national security adviser John Bolton tried to ""blow up North Korea talks"" on purpos…"
@CNN,Wed Jun 06 18:07:23 +0000 2018,-0.128,0.075,0.095,0.83,"RT @CNN: How Apple, which is currently worth $945 billion and on track to become the first-ever trillion-dollar company, has avoided the in…"
@CNN,Wed Jun 06 18:07:23 +0000 2018,0.0,0.0,0.0,1.0,@maydaymindy9 @CNN The Hips and Bones Society?
@CNN,Wed Jun 06 18:07:23 +0000 2018,0.0772,0.09,0.079,0.83,RT @lbfeldman: @Amy_Siskind Agree Amy. Decided this morn when I heard KC was going to be on that enough was enough. No more @CNN for me
@CNN,Wed Jun 06 18:07:22 +0000 2018,0.8525,0.294,0.0,0.706,"RT @TheReady1775: @HARRISFAULKNER is a TRUE #MissAmerica !🇺🇸
Love her work, her @USArmy childhood story &amp; all that she stands for today! 🇺🇸…"
@CNN,Wed Jun 06 18:07:22 +0000 2018,-0.4588,0.087,0.217,0.696,"@Skwyzlic @Jim_Jordan @CNN @POTUS Must be why he's created 3 million jobs, cut taxes and brought unemployment to re… https://t.co/isI5nqC1nn"
@CNN,Wed Jun 06 18:07:22 +0000 2018,0.8225,0.297,0.0,0.703,RT @RealBillRussell: The best thing that happened to @Eagles since winning the #superbowl is @realDonaldTrump uninviting them to the #White…
@CNN,Wed Jun 06 18:07:21 +0000 2018,0.0,0.0,0.0,1.0,"RT @CNN: These unusual-looking concrete houses will be constructed using a 3D printer in Eindhoven, the Netherlands: https://t.co/nc3JMB4DR…"
@CNN,Wed Jun 06 18:07:19 +0000 2018,-0.3612,0.0,0.171,0.829,Sorry this proves the opposite of what you are pushing &gt; Cohen refused an offer of a meeting between… https://t.co/t2M4zKHlAw
@CNN,Wed Jun 06 18:07:18 +0000 2018,0.0,0.0,0.0,1.0,RT @gehrig38: #KARMA @CNN https://t.co/ibxJLfnwDi
@CNN,Wed Jun 06 18:07:17 +0000 2018,0.0,0.0,0.0,1.0,RT @CNN: These are some of the most exquisite libraries in the world https://t.co/VI1tReUq7j https://t.co/U92ZwYv5rQ
@CNN,Wed Jun 06 18:07:17 +0000 2018,-0.4939,0.0,0.186,0.814,RT @CNN: A stolen armored personnel carrier led police on a two-hour chase through Virginia https://t.co/TQ0w2BnOfJ https://t.co/TJ8khq6w1g
@CNN,Wed Jun 06 18:07:15 +0000 2018,-0.8481,0.0,0.406,0.594,@CNN I thought Trump was racist and hated African Americans tho 🤔.... what gives CNN?
@CNN,Wed Jun 06 18:07:15 +0000 2018,-0.7003,0.0,0.279,0.721,@OurRevolution “Income inequality has grown at an alarming rate with devastating effects...”we must make it easier… https://t.co/PIW04NiIGm
@CNN,Wed Jun 06 18:07:14 +0000 2018,0.3818,0.181,0.105,0.714,"@TheCityBachelor The pendulum simply swung to #socialmedia, because no beauty pagent can match the VOLUNTARY femini… https://t.co/MwAdLTBb2o"
@CNN,Wed Jun 06 18:07:14 +0000 2018,-0.1531,0.104,0.127,0.769,"Matthew Charles was freed from prison and rebuilt his life. Two years later, he was sent back because of an ""erro..… https://t.co/afmUcqzSKY"
@CNN,Wed Jun 06 18:07:13 +0000 2018,0.0,0.0,0.0,1.0,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.
@CNN,Wed Jun 06 18:07:13 +0000 2018,-0.1593,0.175,0.218,0.607,"RT @The_UnSilent_: Dear @CNN 

STOP PUTTING KELLYANNE CONWAY ON! 

Regards,

Everyone"
@CNN,Wed Jun 06 18:07:12 +0000 2018,-0.6705,0.063,0.211,0.726,RT @robbystarbuck: Fox News has been #1 for 197 months straight. In the latest ratings disaster for CNN they lost another 25% of their view…
@CNN,Wed Jun 06 18:07:12 +0000 2018,0.0,0.0,0.0,1.0,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.
@CNN,Wed Jun 06 18:07:12 +0000 2018,-0.6486,0.082,0.237,0.681,"RT @CNN: BREAKING: Kelly Sadler, the White House communications aide who joked about Sen. John McCain's brain cancer last month, no longer…"
@CNN,Wed Jun 06 18:07:11 +0000 2018,0.6486,0.209,0.0,0.791,@MomRovin @DevinNunes @CNN Omg that’s like a really big big deal omg omg omg omg lol how bout Hillary paying 10 mil… https://t.co/dKGk2WRzis
@CNN,Wed Jun 06 18:07:11 +0000 2018,-0.0516,0.09,0.098,0.812,RT @robbystarbuck: The White House should suspend the credentials for April Ryan and Jim Acosta. They intentionally create a circus every c…
@CNN,Wed Jun 06 18:07:11 +0000 2018,-0.7269,0.0,0.289,0.711,RT @CNN: The maker of Jack Daniel's is worried about the impact of a trade war https://t.co/5rEiKMiNBa https://t.co/GfJJhgIgBC
@Fox,Wed Jun 06 18:07:12 +0000 2018,0.0,0.0,0.0,1.0,@SenateDems @SenateGOP @SenSchumer @abc @cbs @nbc @fox Hey chuckie this is happening on your watch. Still waiting t… https://t.co/rzWYHYSXvQ
@Fox,Wed Jun 06 18:04:10 +0000 2018,0.0,0.0,0.0,1.0,"RT @MalecBadass: @netflix @hulu @fox 
#SaveShadowhunters #PickUpShadowhunters"
@Fox,Wed Jun 06 18:03:57 +0000 2018,0.0,0.0,0.0,1.0,@marvin_hill123 @DoeHategop @Al_Gorelioni @billcrowley3rd @Birdseye1 @Ltdsoltd @Whichsideareuon @JoLeam3… https://t.co/4OrtTb7JTt
@Fox,Wed Jun 06 18:03:06 +0000 2018,0.0,0.0,0.0,1.0,"@IvankaTrump @CNN  @MSNBC @DNC @FoxNews @RealAlexJones @AnnCoulter @GOP @SenateGOP @HouseGOP
@SenateMajLdr… https://t.co/P6sRJrKheC"
@Fox,Wed Jun 06 18:02:58 +0000 2018,0.0,0.0,0.0,1.0,@iam555srkkhan @fatihportakal @fox 😂😂😂😂
@Fox,Wed Jun 06 18:02:33 +0000 2018,0.0,0.0,0.0,1.0,"https://t.co/YFtp3oIeZE

@IvankaTrump @CNN  @MSNBC @DNC @FoxNews @RealAlexJones @AnnCoulter @GOP @SenateGOP… https://t.co/COdZuzvkq6"
@Fox,Wed Jun 06 18:02:01 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 18:00:54 +0000 2018,0.0,0.0,0.0,1.0,@iam555srkkhan @fatihportakal @fox Ekranda kurt var çakal degil
@Fox,Wed Jun 06 18:00:33 +0000 2018,0.0,0.0,0.0,1.0,"@realDonaldTrump @POTUS  @CNN @FOX @MSNBC @umnoonline   @Khairykj @NajibRazak 
 
@MatUMNO @Zahid_Hamidi… https://t.co/P0kXNUILOz"
@Fox,Wed Jun 06 17:57:33 +0000 2018,0.0,0.0,0.0,1.0,RT @CemilSongur: #ErlerÖğrencilerMasumdur #ErlerÖğrencilerMasumdur  nerde görülmüş erler mühebbet aldığı @fatihportakal @fox
@Fox,Wed Jun 06 17:56:39 +0000 2018,0.2539,0.081,0.0,0.919,"RT @IWillRedPillU: You already know The Goldwater is going to report this
This is HUGE-
Local media outlets are covering it but they're bei…"
@Fox,Wed Jun 06 17:55:09 +0000 2018,0.0,0.0,0.0,1.0,#ErlerÖğrencilerMasumdur #ErlerÖğrencilerMasumdur  nerde görülmüş erler mühebbet aldığı @fatihportakal @fox
@Fox,Wed Jun 06 17:54:28 +0000 2018,0.0,0.0,0.0,1.0,@fox Me as of Saturday 👋😊
@Fox,Wed Jun 06 17:52:38 +0000 2018,0.0,0.0,0.0,1.0,@fox 👋:)
@Fox,Wed Jun 06 17:52:26 +0000 2018,0.8989,0.377,0.108,0.515,RT @quinn_chipman: One of the greatest villains ?!? Yes. One of the sweetest and healthiest couple on tv? Yes The fandom is the best ?! Yes…
@Fox,Wed Jun 06 17:51:39 +0000 2018,0.8922,0.391,0.114,0.494,One of the greatest villains ?!? Yes. One of the sweetest and healthiest couple on tv? Yes The fandom is the best ?… https://t.co/VB1mQ9qfQj
@Fox,Wed Jun 06 17:51:30 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:50:21 +0000 2018,0.0,0.0,0.0,1.0,@fox 👋
@Fox,Wed Jun 06 17:48:10 +0000 2018,0.6239,0.254,0.0,0.746,"@Varianne_art @ShumDarioNews @HarryShumJr @BasicShadowStuf @FreeformTV @hulu @netflix @TheCW @fox this is amazing!
♥️💞💕🏳️‍🌈🌈"
@Fox,Wed Jun 06 17:47:46 +0000 2018,0.0,0.0,0.0,1.0,@fox 👋 Not in Boston but central Mass
@Fox,Wed Jun 06 17:47:24 +0000 2018,0.0,0.0,0.0,1.0,@fox 👋
@Fox,Wed Jun 06 17:47:11 +0000 2018,0.0,0.0,0.0,1.0,@EggFrittata @ReginaJ88942428 @patburg2 @FoxNews @realDonaldTrump @fox @realdonald Are you going to teach them? 😂
@Fox,Wed Jun 06 17:46:09 +0000 2018,0.0,0.0,0.0,1.0,@fox I move to Boston next week 👋🏼
@Fox,Wed Jun 06 17:44:33 +0000 2018,0.0,0.0,0.0,1.0,"What is it with @MSNBC during the AM hours they turn into @FOX ?
Get those opinionated Republicans off or I will tu… https://t.co/sX0NVKHWJH"
@Fox,Wed Jun 06 17:44:12 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:43:44 +0000 2018,0.0,0.0,0.0,1.0,"RT @sophielexnnex: @NetflixUK @FOX 

#Pickupshadowhunters #SaveShadohwunters https://t.co/Y6c131qKfX"
@Fox,Wed Jun 06 17:42:40 +0000 2018,0.0,0.0,0.0,1.0,@fox 👋 Outside Boston here.
@Fox,Wed Jun 06 17:41:31 +0000 2018,0.0,0.0,0.0,1.0,"@NetflixUK @FOX 

#Pickupshadowhunters #SaveShadohwunters https://t.co/Y6c131qKfX"
@Fox,Wed Jun 06 17:41:11 +0000 2018,0.2539,0.081,0.0,0.919,"RT @IWillRedPillU: You already know The Goldwater is going to report this
This is HUGE-
Local media outlets are covering it but they're bei…"
@Fox,Wed Jun 06 17:34:22 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:33:37 +0000 2018,0.0,0.0,0.0,1.0,@Dance_Anyway_ @ReginaJ88942428 @patburg2 @FoxNews @realDonaldTrump @fox @realdonald It isn’t.  You’re just substit… https://t.co/GE8vsRkQSJ
@Fox,Wed Jun 06 17:33:27 +0000 2018,0.0,0.0,0.0,1.0,"RT @MalecBadass: @netflix @hulu @fox 
#SaveShadowhunters #PickUpShadowhunters"
@Fox,Wed Jun 06 17:33:27 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:33:15 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:32:28 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:30:54 +0000 2018,-0.2732,0.0,0.11,0.89,RT @Deplorablerenee: @bitchypolitics @boominator64 @FoxNews @cjtfarrell @fox You realize that even International News is biased due to NWO…
@Fox,Wed Jun 06 17:29:04 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:27:41 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:26:59 +0000 2018,0.0258,0.126,0.121,0.754,sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters… https://t.co/Uu1F7w3U2l
@Fox,Wed Jun 06 17:25:12 +0000 2018,0.8016,0.264,0.0,0.736,"I think this is an opportunity for another Network to pick up the show!  Their chemistry is great and it is a fun,… https://t.co/4SvJh0A02n"
@Fox,Wed Jun 06 17:22:20 +0000 2018,-0.3331,0.099,0.146,0.754,@CNN 🤣🤣🤣🤣🤣 poor @cnn trying to find some news to report! While @Fox has the highest ratings ever!!! Keep up the good work @cnn
@Fox,Wed Jun 06 17:15:25 +0000 2018,0.0,0.0,0.0,1.0,@azon1ps @realDonaldTrump Does @cnn @msnbc @abc @fox sound partisan to you? They ALL are! That’s why I suggest you find the facts yourself.
@Fox,Wed Jun 06 17:14:06 +0000 2018,0.5007,0.23,0.093,0.677,"Apparently, this tweet by @FOX no longer exists ??? 

Meanwhile - Trump get his Patriotism on:

God bless America,… https://t.co/KE9UnwGMOb"
@Fox,Wed Jun 06 17:08:05 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: #PickUpShadowhunters #SaveShadowhunters I need this to happen @Hulu @netflix @FreeformTV @fox
@Fox,Wed Jun 06 17:04:53 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: #PickUpShadowhunters #SaveShadowhunters I need this to happen @Hulu @netflix @FreeformTV @fox
@Fox,Wed Jun 06 17:04:45 +0000 2018,0.8997,0.384,0.0,0.616,RT @roxXmalec: I love Shadowhunters because the cast and crew are so positive and SO TALENTED!!!! #SaveShadowhunters #PickUpShadowhunters @…
@Fox,Wed Jun 06 17:01:23 +0000 2018,0.0,0.0,0.0,1.0,#PickUpShadowhunters #SaveShadowhunters I need this to happen @Hulu @netflix @FreeformTV @fox
@Fox,Wed Jun 06 17:01:20 +0000 2018,0.0,0.0,0.0,1.0,#saveshadowhunters @netflix @hulu @nbc @fox @FreeformTV
@Fox,Wed Jun 06 17:00:24 +0000 2018,0.8997,0.384,0.0,0.616,RT @roxXmalec: I love Shadowhunters because the cast and crew are so positive and SO TALENTED!!!! #SaveShadowhunters #PickUpShadowhunters @…
@Fox,Wed Jun 06 16:58:57 +0000 2018,0.3612,0.143,0.0,0.857,RT @THYYY18: I’m tired...and I’d like for someone to #PickUpShadowhunters #SaveShadowhunters @netflix @hulu @fox @FreeformTV https://t.co/H…
@Fox,Wed Jun 06 16:53:36 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: Just someone... #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox @FreeformTV
@Fox,Wed Jun 06 16:52:27 +0000 2018,0.8997,0.384,0.0,0.616,RT @roxXmalec: I love Shadowhunters because the cast and crew are so positive and SO TALENTED!!!! #SaveShadowhunters #PickUpShadowhunters @…
@Fox,Wed Jun 06 16:50:49 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: Just someone... #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox @FreeformTV
@Fox,Wed Jun 06 16:50:29 +0000 2018,0.8997,0.384,0.0,0.616,RT @roxXmalec: I love Shadowhunters because the cast and crew are so positive and SO TALENTED!!!! #SaveShadowhunters #PickUpShadowhunters @…
@Fox,Wed Jun 06 16:50:15 +0000 2018,0.0,0.0,0.0,1.0,#PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox @FreeformTV
@Fox,Wed Jun 06 16:49:52 +0000 2018,0.3612,0.143,0.0,0.857,RT @THYYY18: I’m tired...and I’d like for someone to #PickUpShadowhunters #SaveShadowhunters @netflix @hulu @fox @FreeformTV https://t.co/H…
@Fox,Wed Jun 06 16:48:56 +0000 2018,0.3612,0.143,0.0,0.857,RT @THYYY18: I’m tired...and I’d like for someone to #PickUpShadowhunters #SaveShadowhunters @netflix @hulu @fox @FreeformTV https://t.co/H…
@Fox,Wed Jun 06 16:48:32 +0000 2018,0.8997,0.434,0.0,0.566,I love Shadowhunters because the cast and crew are so positive and SO TALENTED!!!! #SaveShadowhunters… https://t.co/WIASneq607
@Fox,Wed Jun 06 16:48:26 +0000 2018,0.0,0.0,0.0,1.0,"@OMGno2trump @FOX   😂😂😂😂😂😂😂😂😂😂

Both my brother and sister (republicans addicted to FOX and Trump) will NEVER WATCH… https://t.co/DGWgErufHX"
@Fox,Wed Jun 06 16:48:26 +0000 2018,0.3612,0.143,0.0,0.857,RT @THYYY18: I’m tired...and I’d like for someone to #PickUpShadowhunters #SaveShadowhunters @netflix @hulu @fox @FreeformTV https://t.co/H…
@Fox,Wed Jun 06 16:48:03 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: Just someone... #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox @FreeformTV
@Fox,Wed Jun 06 16:47:14 +0000 2018,0.3612,0.161,0.0,0.839,I’m tired...and I’d like for someone to #PickUpShadowhunters #SaveShadowhunters @netflix @hulu @fox @FreeformTV https://t.co/H1tyd5FIdm
@Fox,Wed Jun 06 16:46:44 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: Just someone... #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox @FreeformTV
@Fox,Wed Jun 06 16:45:38 +0000 2018,0.3612,0.111,0.0,0.889,Tell @FOX &lt;---------------- like that.  Put an @ in front of their name so it goes directly to their feed.  Otherwi… https://t.co/acjEhK4eWN
@Fox,Wed Jun 06 16:44:35 +0000 2018,0.0,0.0,0.0,1.0,Just someone... #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox @FreeformTV
@Fox,Wed Jun 06 16:41:41 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: #SaveShadowhunters #PickUpShadowhunters @hulu @netflix @fox https://t.co/7eTebPk4bA
@Fox,Wed Jun 06 16:40:33 +0000 2018,0.0,0.0,0.0,1.0,@Hulu @netflix @fox #SaveShadowhunters #PickUpShadowhunters 🔥🔥
@Fox,Wed Jun 06 16:38:11 +0000 2018,0.4019,0.137,0.0,0.863,#pickupshadowhunters #saveshadowhunters the books and movie and now tv series help me out of my deep depression… https://t.co/S1CtR1xodl
@Fox,Wed Jun 06 16:37:29 +0000 2018,0.0,0.0,0.0,1.0,#SaveShadowhunters #PickUpShadowhunters @hulu @netflix @fox https://t.co/7eTebPk4bA
@Fox,Wed Jun 06 16:33:11 +0000 2018,-0.177,0.073,0.113,0.814,Still feeling incredibly uncomfortable on twitter but for the sake of #PickUpShadowhunters and #SaveShadowhunters I… https://t.co/GrsxzkMdqV
@Fox,Wed Jun 06 16:32:37 +0000 2018,-0.296,0.0,0.145,0.855,@fox It’s no coincidence of course that our CEO is an immigrant and PoC.
@Fox,Wed Jun 06 16:32:00 +0000 2018,-0.7632,0.0,0.247,0.753,@SenateDems @SenSchumer @abc @nbc @cbs @fox Hey chuckie how come no word from you or your pack on this travesty. Gu… https://t.co/2xvVRYkl9t
@Fox,Wed Jun 06 16:31:50 +0000 2018,-0.1131,0.077,0.095,0.828,"@fox Yes! We’re not perfect and still have a lot of culture to fix the from the Gates/Balmer decades, but I’ve been… https://t.co/KOHRNUXB5W"
@Fox,Wed Jun 06 16:24:00 +0000 2018,-0.3382,0.0,0.117,0.883,RT @OneMain: Game on at @TXMotorSpeedway! Watch @Elliott_Sadler conquer the Lone Star State today at 3 pm on @FOX. https://t.co/3dPy3JFG0B…
@Fox,Wed Jun 06 16:22:36 +0000 2018,-0.1779,0.2,0.229,0.571,"@mkraju @JohnBerman Dear @cnn
          Stop inviting people, who have been lying to the American people for years… https://t.co/7nOmEiuroK"
@Fox,Wed Jun 06 16:19:09 +0000 2018,0.0,0.0,0.0,1.0,@fox news #saveshadowhunters #pickupshadowhunters
@Fox,Wed Jun 06 16:16:13 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: Only reason why I even got on Twitter was to #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox
