account,date,compound,positive,negative,neutral,text
@Fox,Wed Jun 06 16:14:37 +0000 2018,0.0,0.0,0.0,1.0,Only reason why I even got on Twitter was to #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox
@Fox,Wed Jun 06 16:13:42 +0000 2018,0.0,0.0,0.0,1.0,#PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox
@Fox,Wed Jun 06 16:13:41 +0000 2018,0.0,0.0,0.0,1.0,#saveshadowhunters                     @Hulu @fox @freeform @shadowhunterstv @netflix
@Fox,Wed Jun 06 16:10:42 +0000 2018,-0.1027,0.132,0.176,0.692,RT @fox: I love the snarky developer outcry on how GitHub lost its independence in the process of being acquired as if the $350 million in…
@Fox,Wed Jun 06 16:10:23 +0000 2018,0.0,0.0,0.0,1.0,"@mkues65 @frizzledbeef @rising_serpent @fox
@BreitbartNews 
@OANN 
@BorisEP 
.......

@cnn ???"
@Fox,Wed Jun 06 16:09:28 +0000 2018,0.0,0.0,0.0,1.0,RT @getwhittet: @realDonaldTrump Look up “fake news” and your picture is the first thing you see followed by @Fox&amp;friends
@Fox,Wed Jun 06 16:00:25 +0000 2018,0.0,0.0,0.0,1.0,"@netflix @hulu @fox 
#SaveShadowhunters #PickUpShadowhunters"
@Fox,Wed Jun 06 15:56:14 +0000 2018,0.0,0.0,0.0,1.0,RT @getwhittet: @realDonaldTrump Look up “fake news” and your picture is the first thing you see followed by @Fox&amp;friends
@Fox,Wed Jun 06 15:55:57 +0000 2018,-0.4215,0.0,0.167,0.833,"@MoonDawgzTwit @KnowDeplorables @jathomas551 @nytimes @fox Deducted points for lame meme reuse.

@nytime allows you… https://t.co/0KDHra4Gh7"
@Fox,Wed Jun 06 15:53:03 +0000 2018,0.5562,0.174,0.0,0.826,"@CheriJacobus @Fox will go with the clown Gorka, the deplorables’ version of an intellectual. He’s a doctor, after all!"
@Fox,Wed Jun 06 15:52:20 +0000 2018,0.0,0.0,0.0,1.0,"@WhiteHouse Meanwhile, Trump and Pence are illegitimate, installed by Russia, Koch, Saudi, UAE, Mercer’s and white… https://t.co/Y75HPgsx0s"
@Fox,Wed Jun 06 15:49:55 +0000 2018,0.0,0.0,0.0,1.0,@seanhannity @RealJamesWoods @realDonaldTrump @fox https://t.co/Q4LEC8rqZw
@Fox,Wed Jun 06 15:41:41 +0000 2018,-0.2289,0.188,0.263,0.55,"Couldn't agree more! Stop giving these shrews a platform for their lies! 
@CNN @MSNBC @ABC @CBS - leave the propaga… https://t.co/aN7ima1kcT"
@Fox,Wed Jun 06 15:38:23 +0000 2018,0.0,0.0,0.0,1.0,@JedediahBila @fox @Thomas1774Paine @dbongino @jaketapper @cnn @ABC @NBCNews @CBSNews @MSNBC
@Fox,Wed Jun 06 15:36:34 +0000 2018,0.5687,0.25,0.149,0.601,@fox Its was never a charity but its incentives were more or less limited 2 being the best/most popular Version Con… https://t.co/DpYckWCgAy
@Fox,Wed Jun 06 15:36:10 +0000 2018,-0.3612,0.096,0.211,0.693,"@fox Not it isn't. Did a lookup and it seems I'm, for no good reason, stuck with the latter of these. No idea why I… https://t.co/BxiAUGGFtM"
@Fox,Wed Jun 06 15:34:58 +0000 2018,0.2539,0.081,0.0,0.919,"RT @IWillRedPillU: You already know The Goldwater is going to report this
This is HUGE-
Local media outlets are covering it but they're bei…"
@Fox,Wed Jun 06 15:30:00 +0000 2018,0.3612,0.143,0.0,0.857,I agree cause I’m not watching @cnn @MSNBC @ABC @fox @TrueFactsStated @ChrisCuomo @TheView @NewDay @WhiteHouse @AP… https://t.co/ZsoBF37aVI
@Fox,Wed Jun 06 15:17:29 +0000 2018,0.0,0.0,0.0,1.0,Just on @FOX.
@Fox,Wed Jun 06 15:16:09 +0000 2018,-0.2732,0.166,0.282,0.552,@Cam63221058Ruth @foxandfriends @fox No one cares. Eagles are worthless role models.  Go trump.
@Fox,Wed Jun 06 15:15:36 +0000 2018,0.34,0.231,0.0,0.769,@fox @jansche @CSSconfeu @kriesse @rtrospekt Your sister is certainly
@Fox,Wed Jun 06 15:12:36 +0000 2018,0.0,0.0,0.0,1.0,"Ceremony of D-Day Invasion on @FOX. #commingup.
Watch it - Will be a MOVING EXPERIENCE!"
@Fox,Wed Jun 06 14:59:10 +0000 2018,-0.2292,0.096,0.142,0.762,"@AprilDRyan @cnn @POTUS @DonaldJTrumpJr @fox @seanhannity  It just dosen't stop with This Race baiting, agitating l… https://t.co/pe6WWVHuKN"
@nytimes,Wed Jun 06 18:08:16 +0000 2018,0.0,0.0,0.0,1.0,RT @JJEROME2012: @MarksMars @Mtnchan1 @JeremyRobards7 @Sambyhere @Ambellina77 @CovfefeL @Shmosephine @FlaRhps @Helicallight21 @SandiaWisdom…
@nytimes,Wed Jun 06 18:08:14 +0000 2018,0.0,0.0,0.0,1.0,"@arsenalgoooner2 @CillizzaCNN @CNN Is a link to the @nytimes a credible non fiction link?

https://t.co/7XPk4Segx4"
@nytimes,Wed Jun 06 18:08:12 +0000 2018,-0.6961,0.121,0.29,0.589,"RT @nytimes: President Trump: “The Fake News Media has been so unfair, and vicious, to my wife and our great First Lady, Melania” https://t…"
@nytimes,Wed Jun 06 18:08:12 +0000 2018,0.2342,0.178,0.1,0.722,Once again Trump shows his STUNNING ignorance of all things that matter as he claims the Canadians burned down the… https://t.co/S52667UA8w
@nytimes,Wed Jun 06 18:08:09 +0000 2018,0.6486,0.249,0.0,0.751,This. Is. Us. Well done @GlenMacnow ~ Philly Doesn’t Care What Trump Says About the Eagles   via @NYTimes… https://t.co/I0MRFzUN9X
@nytimes,Wed Jun 06 18:08:09 +0000 2018,0.5574,0.173,0.0,0.827,"RT @syeddoha: #NYT: President Trump Thinks He Is a King.

Well @nytimes - like it or not - he is. 

That is what this republic chose. Remem…"
@nytimes,Wed Jun 06 18:08:08 +0000 2018,0.1531,0.113,0.088,0.798,RT @nytimes: Breaking News: Paul Ryan dismissed President Trump’s charge of a spy in his campaign and warned against his pardoning himself:…
@nytimes,Wed Jun 06 18:08:07 +0000 2018,0.0,0.0,0.0,1.0,"RT @nytimes: Iran announced that it had completed a new centrifuge assembly center at the Natanz nuclear site, in a first step to increasin…"
@nytimes,Wed Jun 06 18:08:06 +0000 2018,-0.25,0.0,0.087,0.913,"RT @nytimes: ""First we were students. Then survivors. Now family."" Read how a Parkland class where 1 in 4 students were struck by bullets i…"
@nytimes,Wed Jun 06 18:08:05 +0000 2018,0.5574,0.173,0.0,0.827,"RT @syeddoha: #NYT: President Trump Thinks He Is a King.

Well @nytimes - like it or not - he is. 

That is what this republic chose. Remem…"
@nytimes,Wed Jun 06 18:08:04 +0000 2018,0.6239,0.151,0.0,0.849,RT @jbell90: @nytimes Wow that was fast. It’s almost as if they were building it before the US pulled out of the deal! Hmm
@nytimes,Wed Jun 06 18:08:03 +0000 2018,0.4019,0.13,0.0,0.87,RT @jeffreychngo: New op-ed with @joshuawongcf in @nytimes on our support for the @CECCgov #HongKong Human Rights a… https://t.co/P6OUyyxG2R
@nytimes,Wed Jun 06 18:08:03 +0000 2018,-0.6534,0.0,0.263,0.737,"https://t.co/KFqet9qGnH This article is actually kinda scary. ""The problem ... is that applying the First Amendment… https://t.co/EYftk0PiBc"
@nytimes,Wed Jun 06 18:08:03 +0000 2018,-0.25,0.0,0.087,0.913,"RT @nytimes: ""First we were students. Then survivors. Now family."" Read how a Parkland class where 1 in 4 students were struck by bullets i…"
@nytimes,Wed Jun 06 18:08:02 +0000 2018,-0.5106,0.0,0.148,0.852,"RT @nytimes: Separating children from migrant families entering the U.S. violates their rights and international law, the UN's human rights…"
@nytimes,Wed Jun 06 18:08:01 +0000 2018,0.8225,0.297,0.0,0.703,RT @RealBillRussell: The best thing that happened to @Eagles since winning the #superbowl is @realDonaldTrump uninviting them to the #White…
@nytimes,Wed Jun 06 18:07:58 +0000 2018,0.0,0.0,0.0,1.0,RT @Robbiezombie: It's time for America to claw its way into the 21st Century - away from the barbarism of the past! #BoycottNRA #BoycottFe…
@nytimes,Wed Jun 06 18:07:57 +0000 2018,0.0,0.0,0.0,1.0,"RT @POLITICSandFUN: AN OPEN QUESTION TO MAINSTREAM MEDIA:

⁉️ “Where’s Your Outrage” ⁉️
 ⚠️🚫⚠️🚫⚠️🚫⚠️🚫⚠️🚫⚠️
.@CNN  .@MSNBC  
.@ABCWorldNews…"
@nytimes,Wed Jun 06 18:07:57 +0000 2018,0.34,0.094,0.0,0.906,"RT @RealGlenMacnow: Hey, I'm in the @nytimes with an oped defending the Eagles players and giving the fans' take on this White House fiasco…"
@nytimes,Wed Jun 06 18:07:53 +0000 2018,0.0,0.0,0.0,1.0,@realDonaldTrump @funder @amvetsupport @washingtonpost @nytimes @newyorker https://t.co/PNEE5Jsokh
@nytimes,Wed Jun 06 18:07:53 +0000 2018,0.765,0.292,0.0,0.708,RT @BrianEttling: Congrats to my @ClimateReality friend @CLIMATEMAMA. She got a letter published @nytimes for #ClimateAction. It's time to…
@nytimes,Wed Jun 06 18:07:52 +0000 2018,0.5904,0.258,0.0,0.742,"@Gothamist 2. Ethnic Impurity

And PROUD of it. 

via @nytimes #timesmachine 

https://t.co/QCKIRziqhF"
@nytimes,Wed Jun 06 18:07:47 +0000 2018,0.0,0.0,0.0,1.0,@nytimes Asians in OC: https://t.co/22MyJTzHUt
@nytimes,Wed Jun 06 18:07:41 +0000 2018,0.5574,0.173,0.0,0.827,"RT @syeddoha: #NYT: President Trump Thinks He Is a King.

Well @nytimes - like it or not - he is. 

That is what this republic chose. Remem…"
@nytimes,Wed Jun 06 18:07:36 +0000 2018,0.0,0.0,0.0,1.0,RT @MarksMars: @Mtnchan1 @JeremyRobards7 @Sambyhere @Ambellina77 @CovfefeL @Shmosephine @FlaRhps @Helicallight21 @SandiaWisdom @PCreator714…
@nytimes,Wed Jun 06 18:07:36 +0000 2018,-0.2732,0.064,0.127,0.809,"RT @LincolnsBible: No matter what eventually comes out about @nytimes, remain clear...
SCL/CA/Mercer/Bannon/Nix/Zuckerberg &amp; Putin's mafia…"
@nytimes,Wed Jun 06 18:07:36 +0000 2018,0.0,0.0,0.0,1.0,@nytimes N Y Times 🤮
@nytimes,Wed Jun 06 18:07:35 +0000 2018,0.6739,0.221,0.0,0.779,Read about @philwest's new book I BELIEVE THAT WE WILL WIN in the @nytimes today (by @kevinmdraper): https://t.co/YtwS6x63IY
@nytimes,Wed Jun 06 18:07:34 +0000 2018,0.0,0.0,0.0,1.0,@IngrahamAngle @larry_kudlow @nytimes @realDonaldTrump SS Barbie discussing trade is as absurd as trump discussing… https://t.co/Ca6jCtBY4w
@nytimes,Wed Jun 06 18:07:34 +0000 2018,0.6369,0.259,0.0,0.741,"RT @mattsebastian: A big, big love to whoever wrote this @nytimes headline today https://t.co/VMfKhJCEEs"
@nytimes,Wed Jun 06 18:07:29 +0000 2018,0.0516,0.057,0.0,0.943,"RT @carlymnorman: @nytimes Just a thought: legalize and regulate marijuana, then commute the sentences of those serving time for it, in ess…"
@nytimes,Wed Jun 06 18:07:28 +0000 2018,0.0,0.0,0.0,1.0,@Mtnchan1 @JeremyRobards7 @Sambyhere @Ambellina77 @CovfefeL @Shmosephine @FlaRhps @Helicallight21 @SandiaWisdom… https://t.co/IZk7SwpH61
@nytimes,Wed Jun 06 18:07:26 +0000 2018,0.0,0.0,0.0,1.0,"RT @Surabees: Hey @nytimes - So was it ""Undiplomatic"" when Barack Obama wrote an entire OpEd urging the people of Britain to oppose Brexit?…"
@nytimes,Wed Jun 06 18:07:23 +0000 2018,-0.5574,0.0,0.231,0.769,"Taking Migrant Children From Parents Is Illegal, U.N. Tells U.S., via @nytimes https://t.co/j6mLP3l5V1"
@nytimes,Wed Jun 06 18:07:22 +0000 2018,0.8225,0.297,0.0,0.703,RT @RealBillRussell: The best thing that happened to @Eagles since winning the #superbowl is @realDonaldTrump uninviting them to the #White…
@nytimes,Wed Jun 06 18:07:22 +0000 2018,0.0,0.0,0.0,1.0,RT @MarksMars: @Mtnchan1 @JeremyRobards7 @Sambyhere @Ambellina77 @CovfefeL @Shmosephine @FlaRhps @Helicallight21 @SandiaWisdom @PCreator714…
@nytimes,Wed Jun 06 18:07:21 +0000 2018,-0.5423,0.0,0.179,0.821,"@nytimes @washingtonpost Everyone on earth knows that @BarackObama (Hussein) was here to destroy us, was a Wahhabis… https://t.co/IPO5AglzQW"
@nytimes,Wed Jun 06 18:07:19 +0000 2018,-0.25,0.0,0.087,0.913,"RT @nytimes: ""First we were students. Then survivors. Now family."" Read how a Parkland class where 1 in 4 students were struck by bullets i…"
@nytimes,Wed Jun 06 18:07:17 +0000 2018,-0.2732,0.064,0.127,0.809,"RT @LincolnsBible: No matter what eventually comes out about @nytimes, remain clear...
SCL/CA/Mercer/Bannon/Nix/Zuckerberg &amp; Putin's mafia…"
@nytimes,Wed Jun 06 18:07:16 +0000 2018,-0.25,0.0,0.087,0.913,"RT @nytimes: ""First we were students. Then survivors. Now family."" Read how a Parkland class where 1 in 4 students were struck by bullets i…"
@nytimes,Wed Jun 06 18:07:14 +0000 2018,0.6369,0.259,0.0,0.741,"RT @mattsebastian: A big, big love to whoever wrote this @nytimes headline today https://t.co/VMfKhJCEEs"
@nytimes,Wed Jun 06 18:07:14 +0000 2018,0.5093,0.215,0.0,0.785,@NewsBurd @LesBowen @RealGlenMacnow @nytimes Glen is one of my favorite sports radio personalities!
@nytimes,Wed Jun 06 18:07:11 +0000 2018,0.0,0.0,0.0,1.0,"@SportsRadioWIP @RealGlenMacnow @nytimes I wonder how this will impact his reelection in PA, did it rub people who… https://t.co/xkPqIx3BPz"
@nytimes,Wed Jun 06 18:07:09 +0000 2018,0.0,0.0,0.0,1.0,"How would Kim Jong-un even get to @PBI_Airport so he could visit Mar-a-Lago?
@nytimes reported last month that ""It… https://t.co/149hi6zhwj"
@nytimes,Wed Jun 06 18:07:06 +0000 2018,-0.926,0.0,0.551,0.449,"Americans with depression, bipolar disorder, or other mental illnesses die younger than those without… https://t.co/w8zATVwc7k"
@nytimes,Wed Jun 06 18:07:04 +0000 2018,0.0,0.0,0.0,1.0,RT @realBethNeale: @realDonaldTrump @seanhannity HEY! @espn @ABC @CBS @NBCNews @CNN @MSNBC @TheView @nytimes @NYDailyNews @Eagles @Philadel…
@nytimes,Wed Jun 06 18:07:04 +0000 2018,-0.4588,0.051,0.129,0.82,RT @nytimes: President Trump commuted the sentence of a woman serving life in prison on a drug conviction after he was lobbied by Kim Karda…
@nytimes,Wed Jun 06 18:07:02 +0000 2018,-0.2732,0.064,0.127,0.809,"RT @LincolnsBible: No matter what eventually comes out about @nytimes, remain clear...
SCL/CA/Mercer/Bannon/Nix/Zuckerberg &amp; Putin's mafia…"
@nytimes,Wed Jun 06 18:06:59 +0000 2018,-0.25,0.0,0.1,0.9,"RT @CaliDeplorable: Are you #Woke yet #America ? 

Put 2 &amp; 2 together

@nytimes is part of the #FakeNewsMedia propaganda machine,don’t beli…"
@nytimes,Wed Jun 06 18:06:58 +0000 2018,0.0,0.0,0.0,1.0,@mattsebastian @nytimes cc @thebreeders
@nytimes,Wed Jun 06 18:06:58 +0000 2018,0.9118,0.412,0.0,0.588,"RT @leepace: Friends: I wanted to share a bit of my experience with you, via @nytimes and @MatthewSchneier 
Endless love for the wise, gene…"
@nytimes,Wed Jun 06 18:06:57 +0000 2018,0.2732,0.1,0.0,0.9,"From hotly contested House races in California and New Jersey to surprising elections in the Midwest and the South,… https://t.co/srkZeRGLWU"
@nytimes,Wed Jun 06 18:06:57 +0000 2018,0.0258,0.13,0.126,0.744,"RT @YousufNazar: ""Just a month and a half away from national elections, Pakistan’s powerful military establishment has mounted a fearsome c…"
@nytimes,Wed Jun 06 18:06:54 +0000 2018,0.7845,0.362,0.093,0.545,RT @nytimes: Ethiopia announced that it would accept a 2000 peace agreement with Eritrea over their disputed border https://t.co/Ruxdoq9ni2
@nytimes,Wed Jun 06 18:06:53 +0000 2018,-0.2732,0.064,0.127,0.809,"RT @LincolnsBible: No matter what eventually comes out about @nytimes, remain clear...
SCL/CA/Mercer/Bannon/Nix/Zuckerberg &amp; Putin's mafia…"
@nytimes,Wed Jun 06 18:06:51 +0000 2018,0.0,0.0,0.0,1.0,"RT @chimeracoder: [cn: suicide]

This is not an exaggeration. At our college newspaper, we had a checklist of rules we followed for how to…"
@nytimes,Wed Jun 06 18:06:46 +0000 2018,0.0,0.0,0.0,1.0,@Mtnchan1 @JeremyRobards7 @Sambyhere @Ambellina77 @CovfefeL @Shmosephine @FlaRhps @Helicallight21 @SandiaWisdom… https://t.co/JgRq8amsfS
@nytimes,Wed Jun 06 18:06:46 +0000 2018,0.0,0.0,0.0,1.0,@MarksMars @Mtnchan1 @JeremyRobards7 @Sambyhere @Ambellina77 @CovfefeL @Shmosephine @FlaRhps @Helicallight21… https://t.co/M1qjR9zjmq
@nytimes,Wed Jun 06 18:06:45 +0000 2018,0.0,0.0,0.0,1.0,RT @thaise_nobrega: Acho @franceaubresil achar inconveniente quem caso exista quem defina eu não ter transtorno afetivo bipolar por minha e…
@nytimes,Wed Jun 06 18:06:45 +0000 2018,0.0,0.0,0.0,1.0,"@ale_dibattista @nytimes @FinancialTimes @guardian Che cazzata dici, magari avrà pagato il pizzo per piazzare le an… https://t.co/dnVt97rqkV"
@nytimes,Wed Jun 06 18:06:43 +0000 2018,0.0,0.0,0.0,1.0,"America, Hold on to Your Allies. You’ll Need Them., via @nytimes https://t.co/BhEDFvXcOF"
@nytimes,Wed Jun 06 18:06:40 +0000 2018,0.8225,0.297,0.0,0.703,RT @RealBillRussell: The best thing that happened to @Eagles since winning the #superbowl is @realDonaldTrump uninviting them to the #White…
@nytimes,Wed Jun 06 18:06:39 +0000 2018,0.2732,0.1,0.0,0.9,RT @NatalieElsberg: Well done @nytimes @emmaroller for lifting the profile of bigots (again) and not doing your research (again).  Disgrace…
@nytimes,Wed Jun 06 18:06:34 +0000 2018,-0.25,0.0,0.087,0.913,"RT @nytimes: ""First we were students. Then survivors. Now family."" Read how a Parkland class where 1 in 4 students were struck by bullets i…"
@nytimes,Wed Jun 06 18:06:32 +0000 2018,0.0,0.0,0.0,1.0,"@mattsebastian @nytimes cc @KimDealMusic, if you're listening."
@nytimes,Wed Jun 06 18:06:31 +0000 2018,-0.2732,0.064,0.127,0.809,"RT @LincolnsBible: No matter what eventually comes out about @nytimes, remain clear...
SCL/CA/Mercer/Bannon/Nix/Zuckerberg &amp; Putin's mafia…"
@nytimes,Wed Jun 06 18:06:23 +0000 2018,0.0,0.0,0.0,1.0,@RepAndyBarr @nytimes Yet people aren’t living at a living wage!
@nytimes,Wed Jun 06 18:06:17 +0000 2018,0.2755,0.118,0.077,0.805,"RT @OliMauritania: Why is Trump not being racist like the MSM told me he actually is? Did @CNN, @MSNBC, @nytimes and @washingtonpost lie to…"
@nytimes,Wed Jun 06 18:06:16 +0000 2018,0.2023,0.205,0.154,0.641,"A Roy Moore-Less Campaign in Alabama Was Still Pretty Crazy, via @nytimes https://t.co/84KGqianbN"
@nytimes,Wed Jun 06 18:06:15 +0000 2018,-0.4588,0.051,0.129,0.82,RT @nytimes: President Trump commuted the sentence of a woman serving life in prison on a drug conviction after he was lobbied by Kim Karda…
@nytimes,Wed Jun 06 18:06:15 +0000 2018,0.0,0.0,0.0,1.0,Acho @franceaubresil achar inconveniente quem caso exista quem defina eu não ter transtorno afetivo bipolar por min… https://t.co/B1V3Acvw51
@nytimes,Wed Jun 06 18:06:15 +0000 2018,0.8225,0.297,0.0,0.703,RT @RealBillRussell: The best thing that happened to @Eagles since winning the #superbowl is @realDonaldTrump uninviting them to the #White…
@nytimes,Wed Jun 06 18:06:11 +0000 2018,-0.6514,0.0,0.203,0.797,@DPRK_News Do you really think @RudyGiuliani is a transvestite?! Hmm... I always thought it was one F'en UGLY woman… https://t.co/MyVyjgaqLP
@nytimes,Wed Jun 06 18:06:11 +0000 2018,0.0,0.0,0.0,1.0,"RT @Surabees: Hey @nytimes - So was it ""Undiplomatic"" when Barack Obama wrote an entire OpEd urging the people of Britain to oppose Brexit?…"
@nytimes,Wed Jun 06 18:06:08 +0000 2018,-0.25,0.089,0.125,0.786,"RT @nytimes: “A lump might gather in your throat during the opening titles, and dissolve into sniffles and sobs as the final credits roll,”…"
@nytimes,Wed Jun 06 18:06:05 +0000 2018,0.34,0.112,0.0,0.888,RT @nytimes: The Roy Lichtenstein Foundation is giving around 400 artworks — about half its holdings — to the Whitney Museum https://t.co/W…
@nytimes,Wed Jun 06 18:06:01 +0000 2018,0.5574,0.173,0.0,0.827,"RT @syeddoha: #NYT: President Trump Thinks He Is a King.

Well @nytimes - like it or not - he is. 

That is what this republic chose. Remem…"
@nytimes,Wed Jun 06 18:05:59 +0000 2018,0.0,0.0,0.0,1.0,"RT @Surabees: Hey @nytimes - So was it ""Undiplomatic"" when Barack Obama wrote an entire OpEd urging the people of Britain to oppose Brexit?…"
@nytimes,Wed Jun 06 18:05:58 +0000 2018,0.0,0.0,0.0,1.0,"RT @Malikejder47: Sadece PKK ile değil..
PKK'ya kol kanat geren alçak batı medyası ile de mücadele ediyoruz!
""How a Drone Hunted Three Kurd…"
@nytimes,Wed Jun 06 18:05:57 +0000 2018,-0.25,0.0,0.087,0.913,"RT @nytimes: ""First we were students. Then survivors. Now family."" Read how a Parkland class where 1 in 4 students were struck by bullets i…"
@nytimes,Wed Jun 06 18:05:57 +0000 2018,0.4019,0.172,0.0,0.828,@PonteVedraMan @SenSanders @BarackObama @nytimes @washingtonpost How do you attain a healthy population of citizens… https://t.co/nwYRWOVL5r
@nytimes,Wed Jun 06 18:05:54 +0000 2018,0.5562,0.187,0.0,0.813,"@nytimes You have to be f'ing kidding me! If his supporters didn't believe all we've been trying to tell them, they… https://t.co/6hyemDmbyV"
@nytimes,Wed Jun 06 18:05:53 +0000 2018,0.4404,0.112,0.0,0.888,@nytimes Funny how they all break with the #CriminalInChief after they decide to retire. Do you think that says more about them or him?
@nytimes,Wed Jun 06 18:05:53 +0000 2018,0.0,0.0,0.0,1.0,RT @ApriGli_Occhi: @francescade54 @lvoir @nytimes Sicuramente testo passato da Severgnini
@nytimes,Wed Jun 06 18:05:52 +0000 2018,-0.25,0.089,0.125,0.786,"RT @nytimes: “A lump might gather in your throat during the opening titles, and dissolve into sniffles and sobs as the final credits roll,”…"
@nytimes,Wed Jun 06 18:05:50 +0000 2018,0.0,0.0,0.0,1.0,@Mtnchan1 @JeremyRobards7 @Sambyhere @Ambellina77 @CovfefeL @Shmosephine @FlaRhps @Helicallight21 @SandiaWisdom… https://t.co/H6ZSo29ZXI
@nytimes,Wed Jun 06 18:05:49 +0000 2018,0.7096,0.245,0.054,0.7,RT @ClaraJeffery: Dear @nytimes @washingtonpost @latimes @sfchronicle: I'm happy to pay for you. But I really shouldn't have to log in all…
@nytimes,Wed Jun 06 18:05:49 +0000 2018,0.0,0.0,0.0,1.0,"RT @francescade54: Nuovo attacco del @nytimes
#rogercohen: Lega-M5S un branco di miserabili, governo schifoso.
#Senzaparole !!!

https://t.…"
@nytimes,Wed Jun 06 18:05:49 +0000 2018,0.0,0.0,0.0,1.0,RT @Sadhu174: @docrocktex26 Here MSM. This is how u do it!  U should have known he would do this and had reporters on the ground to call ou…
@nytimes,Wed Jun 06 18:05:49 +0000 2018,0.1531,0.113,0.088,0.798,RT @nytimes: Breaking News: Paul Ryan dismissed President Trump’s charge of a spy in his campaign and warned against his pardoning himself:…
@nytimes,Wed Jun 06 18:05:48 +0000 2018,0.5574,0.34,0.0,0.66,#UnExpectedCrossRoads A Real Hood Romance @nytimes @nybooks @nytimes #BlossomCarter
@nytimes,Wed Jun 06 18:05:48 +0000 2018,0.2732,0.1,0.0,0.9,RT @NatalieElsberg: Well done @nytimes @emmaroller for lifting the profile of bigots (again) and not doing your research (again).  Disgrace…
@nytimes,Wed Jun 06 18:05:48 +0000 2018,0.8225,0.297,0.0,0.703,RT @RealBillRussell: The best thing that happened to @Eagles since winning the #superbowl is @realDonaldTrump uninviting them to the #White…
@nytimes,Wed Jun 06 18:05:46 +0000 2018,-0.8777,0.0,0.402,0.598,@nytimes Why religion of Islam is persecuted and claims of terrorism. Weapons made in America and Russia  !.?
@nytimes,Wed Jun 06 18:05:43 +0000 2018,-0.5574,0.0,0.141,0.859,"RT @nytimes: San Francisco's new ban on the selling of flavored tobacco products, including menthol cigarettes, is said to be the most rest…"
@nytimes,Wed Jun 06 18:05:43 +0000 2018,-0.875,0.087,0.441,0.472,@H_Begley @LakeMonahan @nytimes @H_Begley Exactly. People who commit suicide aren’t selfish. They are tortured and… https://t.co/4drFcAvihH
@nytimes,Wed Jun 06 18:05:42 +0000 2018,0.0,0.0,0.0,1.0,@Asneakypete @washingtonpost @CNN @nytimes The stats aren’t current. They show a decrease in circulation from 2013… https://t.co/5MirDqQFf7
@nytimes,Wed Jun 06 18:05:40 +0000 2018,-0.4005,0.069,0.176,0.755,"@nytimes Nothing most vicious than a man who commits a adultery,and his wife aware of it."
@nytimes,Wed Jun 06 18:05:37 +0000 2018,-0.4767,0.0,0.608,0.392,@nytimes Fake news.
@nytimes,Wed Jun 06 18:05:36 +0000 2018,-0.128,0.107,0.126,0.766,"RT @JoshuaPStarr: Trump’s School Safety Commission Won’t Look at Guns, Betsy DeVos Says   via @NYTimes. This is such an insult by @BetsyDeV…"
